1659518794.915506 2022-08-03 11:26:34,915 MainProcess-221120 MainThread-140308941870912 synthetic_client:27 <module> INFO: SYNTHETIC init_client
1659518796.985639 2022-08-03 11:26:36,985 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3054 submit
1659518796.985716 2022-08-03 11:26:36,985 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3054 submitted
1659518796.985843 2022-08-03 11:26:36,985 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3055 submit
1659518796.985928 2022-08-03 11:26:36,985 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3055 submitted
1659518796.985986 2022-08-03 11:26:36,985 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3056 submit
1659518796.986059 2022-08-03 11:26:36,986 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3056 submitted
1659518796.986231 2022-08-03 11:26:36,986 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3057 submit
1659518796.986357 2022-08-03 11:26:36,986 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3057 submitted
1659518796.986474 2022-08-03 11:26:36,986 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3058 submit
1659518796.986562 2022-08-03 11:26:36,986 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3058 submitted
1659518796.986632 2022-08-03 11:26:36,986 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3059 submit
1659518796.986713 2022-08-03 11:26:36,986 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3059 submitted
1659518796.986801 2022-08-03 11:26:36,986 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3060 submit
1659518796.986877 2022-08-03 11:26:36,986 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3060 submitted
1659518796.986934 2022-08-03 11:26:36,986 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3061 submit
1659518796.987006 2022-08-03 11:26:36,987 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3061 submitted
1659518796.987064 2022-08-03 11:26:36,987 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3062 submit
1659518796.987135 2022-08-03 11:26:36,987 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3062 submitted
1659518796.987199 2022-08-03 11:26:36,987 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3063 submit
1659518796.987272 2022-08-03 11:26:36,987 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3063 submitted
1659518796.987419 2022-08-03 11:26:36,987 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3064 submit
1659518796.987502 2022-08-03 11:26:36,987 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3064 submitted
1659518796.987559 2022-08-03 11:26:36,987 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3065 submit
1659518796.987640 2022-08-03 11:26:36,987 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3065 submitted
1659518796.987700 2022-08-03 11:26:36,987 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3066 submit
1659518796.987773 2022-08-03 11:26:36,987 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3066 submitted
1659518796.987836 2022-08-03 11:26:36,987 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3067 submit
1659518796.987909 2022-08-03 11:26:36,987 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3067 submitted
1659518796.987966 2022-08-03 11:26:36,987 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3068 submit
1659518796.988038 2022-08-03 11:26:36,988 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3068 submitted
1659518796.988095 2022-08-03 11:26:36,988 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3069 submit
1659518796.988254 2022-08-03 11:26:36,988 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3069 submitted
1659518796.988316 2022-08-03 11:26:36,988 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3070 submit
1659518796.988388 2022-08-03 11:26:36,988 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3070 submitted
1659518796.988444 2022-08-03 11:26:36,988 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3071 submit
1659518796.988516 2022-08-03 11:26:36,988 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3071 submitted
1659518796.988572 2022-08-03 11:26:36,988 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3072 submit
1659518796.988649 2022-08-03 11:26:36,988 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3072 submitted
1659518796.988707 2022-08-03 11:26:36,988 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3073 submit
1659518796.988779 2022-08-03 11:26:36,988 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3073 submitted
1659518796.988835 2022-08-03 11:26:36,988 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3074 submit
1659518796.988912 2022-08-03 11:26:36,988 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3074 submitted
1659518796.988981 2022-08-03 11:26:36,988 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3075 submit
1659518796.989053 2022-08-03 11:26:36,989 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3075 submitted
1659518796.989110 2022-08-03 11:26:36,989 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3076 submit
1659518796.989182 2022-08-03 11:26:36,989 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3076 submitted
1659518796.989244 2022-08-03 11:26:36,989 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3077 submit
1659518796.989318 2022-08-03 11:26:36,989 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3077 submitted
1659518796.989445 2022-08-03 11:26:36,989 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3078 submit
1659518796.989526 2022-08-03 11:26:36,989 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3078 submitted
1659518796.989610 2022-08-03 11:26:36,989 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3079 submit
1659518796.989690 2022-08-03 11:26:36,989 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3079 submitted
1659518796.989748 2022-08-03 11:26:36,989 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3080 submit
1659518796.989820 2022-08-03 11:26:36,989 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3080 submitted
1659518796.989876 2022-08-03 11:26:36,989 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3081 submit
1659518796.989948 2022-08-03 11:26:36,989 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3081 submitted
1659518796.990011 2022-08-03 11:26:36,990 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3082 submit
1659518796.990089 2022-08-03 11:26:36,990 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3082 submitted
1659518796.990148 2022-08-03 11:26:36,990 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3083 submit
1659518796.990220 2022-08-03 11:26:36,990 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3083 submitted
1659518796.990351 2022-08-03 11:26:36,990 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3084 submit
1659518796.990433 2022-08-03 11:26:36,990 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3084 submitted
1659518796.990489 2022-08-03 11:26:36,990 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3085 submit
1659518796.990580 2022-08-03 11:26:36,990 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3085 submitted
1659518796.990639 2022-08-03 11:26:36,990 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3086 submit
1659518796.990712 2022-08-03 11:26:36,990 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3086 submitted
1659518796.990844 2022-08-03 11:26:36,990 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3087 submit
1659518796.990928 2022-08-03 11:26:36,990 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3087 submitted
1659518796.990985 2022-08-03 11:26:36,990 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3088 submit
1659518796.991057 2022-08-03 11:26:36,991 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3088 submitted
1659518796.991113 2022-08-03 11:26:36,991 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3089 submit
1659518796.991184 2022-08-03 11:26:36,991 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3089 submitted
1659518796.991239 2022-08-03 11:26:36,991 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3090 submit
1659518796.991331 2022-08-03 11:26:36,991 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3090 submitted
1659518796.991405 2022-08-03 11:26:36,991 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3091 submit
1659518796.991482 2022-08-03 11:26:36,991 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3091 submitted
1659518796.991539 2022-08-03 11:26:36,991 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3092 submit
1659518796.991611 2022-08-03 11:26:36,991 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3092 submitted
1659518796.991668 2022-08-03 11:26:36,991 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3093 submit
1659518796.991739 2022-08-03 11:26:36,991 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3093 submitted
1659518796.991791 2022-08-03 11:26:36,991 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3094 submit
1659518796.991842 2022-08-03 11:26:36,991 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3094 submitted
1659518796.991880 2022-08-03 11:26:36,991 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3095 submit
1659518796.991928 2022-08-03 11:26:36,991 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3095 submitted
1659518796.991965 2022-08-03 11:26:36,991 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3096 submit
1659518796.992012 2022-08-03 11:26:36,992 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3096 submitted
1659518796.992066 2022-08-03 11:26:36,992 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3097 submit
1659518796.992159 2022-08-03 11:26:36,992 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3097 submitted
1659518796.992199 2022-08-03 11:26:36,992 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3098 submit
1659518796.992353 2022-08-03 11:26:36,992 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3098 submitted
1659518796.992470 2022-08-03 11:26:36,992 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3099 submit
1659518796.992578 2022-08-03 11:26:36,992 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3099 submitted
1659518796.992673 2022-08-03 11:26:36,992 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:257 _submit_task_kernel INFO: Submitting 100 tasks to funcX
1659518796.992766 2022-08-03 11:26:36,992 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3100 submit
1659518796.993219 2022-08-03 11:26:36,993 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=0, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518796.993407 2022-08-03 11:26:36,993 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3100 submitted
1659518796.993672 2022-08-03 11:26:36,993 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=1, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518796.993819 2022-08-03 11:26:36,993 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3101 submit
1659518796.994115 2022-08-03 11:26:36,994 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=2, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518796.994303 2022-08-03 11:26:36,994 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3101 submitted
1659518796.994586 2022-08-03 11:26:36,994 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=3, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518796.994730 2022-08-03 11:26:36,994 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3102 submit
1659518796.995033 2022-08-03 11:26:36,995 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=4, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518796.995213 2022-08-03 11:26:36,995 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3102 submitted
1659518796.995860 2022-08-03 11:26:36,995 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=5, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518796.996068 2022-08-03 11:26:36,996 MainProcess-221120 MainThread-140308941870912 synthetic_client:57 <module> INFO: FUNC 3103 submit
1659518796.996544 2022-08-03 11:26:36,996 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=6, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518796.996771 2022-08-03 11:26:36,996 MainProcess-221120 MainThread-140308941870912 synthetic_client:61 <module> INFO: FUNC 3103 submitted
